TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.lang3.math.NumberUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6929710529087028,1216,418
TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.lang3.StringUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7611047400611621,1118,30
