Column: score, Scaled Score: -1.00, Failing Ratio: 0.98, Counts: 65/66
Column: score, Scaled Score: -0.90, Failing Ratio: 1.00, Counts: 36/36
Column: score, Scaled Score: -0.80, Failing Ratio: 0.99, Counts: 118/119
Column: score, Scaled Score: -0.70, Failing Ratio: 0.96, Counts: 86/90
Column: score, Scaled Score: -0.60, Failing Ratio: 0.94, Counts: 170/180
Column: score, Scaled Score: -0.50, Failing Ratio: 0.88, Counts: 170/194
Column: score, Scaled Score: -0.40, Failing Ratio: 0.86, Counts: 315/367
Column: score, Scaled Score: -0.30, Failing Ratio: 0.74, Counts: 334/449
Column: score, Scaled Score: -0.20, Failing Ratio: 0.66, Counts: 467/711
Column: score, Scaled Score: -0.10, Failing Ratio: 0.57, Counts: 605/1068
Column: score, Scaled Score: 0.00, Failing Ratio: 0.54, Counts: 862/1592
Column: score, Scaled Score: 0.10, Failing Ratio: 0.52, Counts: 707/1363
Column: score, Scaled Score: 0.20, Failing Ratio: 0.41, Counts: 451/1095
Column: score, Scaled Score: 0.30, Failing Ratio: 0.35, Counts: 274/782
Column: score, Scaled Score: 0.40, Failing Ratio: 0.24, Counts: 140/577
Column: score, Scaled Score: 0.50, Failing Ratio: 0.27, Counts: 99/372
Column: score, Scaled Score: 0.60, Failing Ratio: 0.19, Counts: 67/344
Column: score, Scaled Score: 0.70, Failing Ratio: 0.18, Counts: 32/178
Column: score, Scaled Score: 0.80, Failing Ratio: 0.05, Counts: 13/245
Column: score, Scaled Score: 0.90, Failing Ratio: 0.14, Counts: 9/65
Column: score, Scaled Score: 1.00, Failing Ratio: 0.01, Counts: 2/151
Column: score_org, Scaled Score: -1.00, Failing Ratio: 0.79, Counts: 283/356
Column: score_org, Scaled Score: -0.80, Failing Ratio: 0.49, Counts: 227/460
Column: score_org, Scaled Score: -0.60, Failing Ratio: 0.49, Counts: 353/718
Column: score_org, Scaled Score: -0.40, Failing Ratio: 0.42, Counts: 337/799
Column: score_org, Scaled Score: -0.20, Failing Ratio: 0.53, Counts: 599/1138
Column: score_org, Scaled Score: 0.00, Failing Ratio: 0.60, Counts: 877/1468
Column: score_org, Scaled Score: 0.20, Failing Ratio: 0.64, Counts: 706/1105
Column: score_org, Scaled Score: 0.40, Failing Ratio: 0.54, Counts: 491/906
Column: score_org, Scaled Score: 0.60, Failing Ratio: 0.48, Counts: 514/1062
Column: score_org, Scaled Score: 0.80, Failing Ratio: 0.45, Counts: 355/795
Column: score_org, Scaled Score: 1.00, Failing Ratio: 0.23, Counts: 280/1237
Column: score_trs, Scaled Score: -1.00, Failing Ratio: 0.90, Counts: 717/799
Column: score_trs, Scaled Score: -0.80, Failing Ratio: 0.81, Counts: 535/660
Column: score_trs, Scaled Score: -0.60, Failing Ratio: 0.70, Counts: 551/786
Column: score_trs, Scaled Score: -0.40, Failing Ratio: 0.63, Counts: 430/682
Column: score_trs, Scaled Score: -0.20, Failing Ratio: 0.51, Counts: 435/846
Column: score_trs, Scaled Score: 0.00, Failing Ratio: 0.52, Counts: 720/1374
Column: score_trs, Scaled Score: 0.20, Failing Ratio: 0.42, Counts: 659/1566
Column: score_trs, Scaled Score: 0.40, Failing Ratio: 0.38, Counts: 478/1269
Column: score_trs, Scaled Score: 0.60, Failing Ratio: 0.27, Counts: 281/1048
Column: score_trs, Scaled Score: 0.80, Failing Ratio: 0.24, Counts: 134/562
Column: score_trs, Scaled Score: 1.00, Failing Ratio: 0.18, Counts: 82/452
