Column: score, Scaled Score: -1.00, Failing Ratio: 0.94, Counts: 16/17
Column: score, Scaled Score: -0.80, Failing Ratio: 0.98, Counts: 88/90
Column: score, Scaled Score: -0.70, Failing Ratio: 0.75, Counts: 3/4
Column: score, Scaled Score: -0.60, Failing Ratio: 0.91, Counts: 193/211
Column: score, Scaled Score: -0.50, Failing Ratio: 1.00, Counts: 9/9
Column: score, Scaled Score: -0.40, Failing Ratio: 0.86, Counts: 349/405
Column: score, Scaled Score: -0.30, Failing Ratio: 0.85, Counts: 11/13
Column: score, Scaled Score: -0.20, Failing Ratio: 0.71, Counts: 523/734
Column: score, Scaled Score: -0.10, Failing Ratio: 0.61, Counts: 19/31
Column: score, Scaled Score: 0.00, Failing Ratio: 0.43, Counts: 822/1897
Column: score, Scaled Score: 0.10, Failing Ratio: 0.41, Counts: 17/41
Column: score, Scaled Score: 0.20, Failing Ratio: 0.41, Counts: 385/931
Column: score, Scaled Score: 0.30, Failing Ratio: 0.43, Counts: 9/21
Column: score, Scaled Score: 0.40, Failing Ratio: 0.36, Counts: 192/527
Column: score, Scaled Score: 0.50, Failing Ratio: 0.60, Counts: 6/10
Column: score, Scaled Score: 0.60, Failing Ratio: 0.25, Counts: 81/319
Column: score, Scaled Score: 0.70, Failing Ratio: nan, Counts: 0/3
Column: score, Scaled Score: 0.80, Failing Ratio: 0.10, Counts: 17/169
Column: score, Scaled Score: 1.00, Failing Ratio: 0.06, Counts: 3/54
Column: score_org, Scaled Score: -1.00, Failing Ratio: 0.42, Counts: 705/1676
Column: score_org, Scaled Score: -0.80, Failing Ratio: 0.46, Counts: 11/24
Column: score_org, Scaled Score: -0.60, Failing Ratio: 0.54, Counts: 483/898
Column: score_org, Scaled Score: -0.40, Failing Ratio: 0.57, Counts: 4/7
Column: score_org, Scaled Score: -0.20, Failing Ratio: 0.62, Counts: 480/780
Column: score_org, Scaled Score: 0.00, Failing Ratio: 0.86, Counts: 12/14
Column: score_org, Scaled Score: 0.20, Failing Ratio: 0.61, Counts: 506/836
Column: score_org, Scaled Score: 0.40, Failing Ratio: 0.62, Counts: 5/8
Column: score_org, Scaled Score: 0.60, Failing Ratio: 0.49, Counts: 360/735
Column: score_org, Scaled Score: 0.80, Failing Ratio: 1.00, Counts: 6/6
Column: score_org, Scaled Score: 1.00, Failing Ratio: 0.34, Counts: 171/502
Column: score_trs, Scaled Score: -1.00, Failing Ratio: 0.89, Counts: 383/429
Column: score_trs, Scaled Score: -0.80, Failing Ratio: 0.73, Counts: 8/11
Column: score_trs, Scaled Score: -0.60, Failing Ratio: 0.77, Counts: 492/642
Column: score_trs, Scaled Score: -0.40, Failing Ratio: 0.80, Counts: 8/10
Column: score_trs, Scaled Score: -0.20, Failing Ratio: 0.67, Counts: 501/746
Column: score_trs, Scaled Score: 0.00, Failing Ratio: 0.58, Counts: 7/12
Column: score_trs, Scaled Score: 0.20, Failing Ratio: 0.52, Counts: 334/646
Column: score_trs, Scaled Score: 0.40, Failing Ratio: 0.31, Counts: 4/13
Column: score_trs, Scaled Score: 0.60, Failing Ratio: 0.41, Counts: 354/854
Column: score_trs, Scaled Score: 0.80, Failing Ratio: 0.35, Counts: 11/31
Column: score_trs, Scaled Score: 1.00, Failing Ratio: 0.31, Counts: 641/2092
