Column: score, Scaled Score: -1.00, Failing Ratio: 1.00, Counts: 2/2
Column: score, Scaled Score: -0.90, Failing Ratio: 1.00, Counts: 1/1
Column: score, Scaled Score: -0.80, Failing Ratio: 1.00, Counts: 4/4
Column: score, Scaled Score: -0.70, Failing Ratio: 1.00, Counts: 5/5
Column: score, Scaled Score: -0.60, Failing Ratio: 0.77, Counts: 10/13
Column: score, Scaled Score: -0.50, Failing Ratio: 0.76, Counts: 13/17
Column: score, Scaled Score: -0.40, Failing Ratio: 0.81, Counts: 29/36
Column: score, Scaled Score: -0.30, Failing Ratio: 0.57, Counts: 32/56
Column: score, Scaled Score: -0.20, Failing Ratio: 0.57, Counts: 49/86
Column: score, Scaled Score: -0.10, Failing Ratio: 0.48, Counts: 78/164
Column: score, Scaled Score: 0.00, Failing Ratio: 0.50, Counts: 133/267
Column: score, Scaled Score: 0.10, Failing Ratio: 0.56, Counts: 148/264
Column: score, Scaled Score: 0.20, Failing Ratio: 0.49, Counts: 113/232
Column: score, Scaled Score: 0.30, Failing Ratio: 0.48, Counts: 86/179
Column: score, Scaled Score: 0.40, Failing Ratio: 0.41, Counts: 48/116
Column: score, Scaled Score: 0.50, Failing Ratio: 0.42, Counts: 36/85
Column: score, Scaled Score: 0.60, Failing Ratio: 0.40, Counts: 25/63
Column: score, Scaled Score: 0.70, Failing Ratio: 0.38, Counts: 13/34
Column: score, Scaled Score: 0.80, Failing Ratio: 0.27, Counts: 7/26
Column: score, Scaled Score: 0.90, Failing Ratio: 0.29, Counts: 2/7
Column: score, Scaled Score: 1.00, Failing Ratio: nan, Counts: 0/11
Column: score_org, Scaled Score: -1.00, Failing Ratio: 0.83, Counts: 34/41
Column: score_org, Scaled Score: -0.80, Failing Ratio: 0.45, Counts: 34/76
Column: score_org, Scaled Score: -0.60, Failing Ratio: 0.50, Counts: 65/130
Column: score_org, Scaled Score: -0.40, Failing Ratio: 0.45, Counts: 68/151
Column: score_org, Scaled Score: -0.20, Failing Ratio: 0.54, Counts: 116/214
Column: score_org, Scaled Score: 0.00, Failing Ratio: 0.56, Counts: 195/347
Column: score_org, Scaled Score: 0.20, Failing Ratio: 0.58, Counts: 144/247
Column: score_org, Scaled Score: 0.40, Failing Ratio: 0.43, Counts: 78/181
Column: score_org, Scaled Score: 0.60, Failing Ratio: 0.45, Counts: 50/110
Column: score_org, Scaled Score: 0.80, Failing Ratio: 0.39, Counts: 26/67
Column: score_org, Scaled Score: 1.00, Failing Ratio: 0.23, Counts: 24/104
Column: score_trs, Scaled Score: -1.00, Failing Ratio: 0.83, Counts: 24/29
Column: score_trs, Scaled Score: -0.80, Failing Ratio: 0.78, Counts: 18/23
Column: score_trs, Scaled Score: -0.60, Failing Ratio: 0.63, Counts: 19/30
Column: score_trs, Scaled Score: -0.40, Failing Ratio: 0.54, Counts: 28/52
Column: score_trs, Scaled Score: -0.20, Failing Ratio: 0.50, Counts: 53/106
Column: score_trs, Scaled Score: 0.00, Failing Ratio: 0.51, Counts: 158/309
Column: score_trs, Scaled Score: 0.20, Failing Ratio: 0.50, Counts: 190/380
Column: score_trs, Scaled Score: 0.40, Failing Ratio: 0.49, Counts: 170/345
Column: score_trs, Scaled Score: 0.60, Failing Ratio: 0.45, Counts: 105/235
Column: score_trs, Scaled Score: 0.80, Failing Ratio: 0.43, Counts: 43/101
Column: score_trs, Scaled Score: 1.00, Failing Ratio: 0.45, Counts: 26/58
